"Month","Tmin","Tmax","CP"
10,5,15,0.716796807668195
10,5,16,0.698974638315191
10,5,17,0.645683639459048
10,5,18,0.536377387757917
10,5,19,0.443234750820152
10,5,20,0.392815604137943
10,5,21,0.423336558638708
10,5,22,0
10,5,23,0
10,5,24,0
10,5,25,0
10,5,26,0
10,5,27,0
10,5,28,0
10,5,29,0
10,5,30,0
10,6,6,0.819668716493917
10,6,7,0.828904971783438
10,6,8,0.835230611388241
10,6,9,0.835808877983118
10,6,10,0.837863717647616
10,6,11,0.805511791174758
10,6,12,0.805532889161653
10,6,13,0.772139185726729
10,6,14,0.744224563271064
10,6,15,0.704366229893953
10,6,16,0.646802543043077
10,6,17,0.615675794716625
10,6,18,0.482715378545345
10,6,19,0.473319280988077
10,6,20,0.481610076436969
10,6,21,0.194361409871611
10,6,22,0
10,6,23,0
10,6,24,0
10,6,25,0
10,6,26,0
10,6,27,0
10,6,28,0
10,6,29,0
10,6,30,0
10,7,7,0.835310111534453
10,7,8,0.84285402231002
10,7,9,0.844275865913338
10,7,10,0.812652077234526
10,7,11,0.810159227419613
10,7,12,0.778419415579519
10,7,13,0.746640657515034
10,7,14,0.745669868031664
10,7,15,0.650737658087778
10,7,16,0.650240166130279
10,7,17,0.52043015075813
10,7,18,0.486845654051417
10,7,19,0.483182020982255
10,7,20,0.422296348459876
10,7,21,0
10,7,22,0
10,7,23,0
10,7,24,0
10,7,25,0
10,7,26,0
10,7,27,0
10,7,28,0
10,7,29,0
10,7,30,0
10,8,8,0.81992816629877
10,8,9,0.81571583959153
10,8,10,0.81432071370485
10,8,11,0.782778083922092
10,8,12,0.77964609724919
10,8,13,0.749105599706578
10,8,14,0.68185312032497
10,8,15,0.653066044040602
10,8,16,0.553966558105453
10,8,17,0.488226184074594
10,8,18,0.488745275689246
10,8,19,0.454072364198064
10,8,20,0.0323012172253704
10,8,21,0
10,8,22,0
10,8,23,0
10,8,24,0
10,8,25,0
10,8,26,0
10,8,27,0
10,8,28,0
10,8,29,0
10,8,30,0
10,9,9,0.809226166429025
10,9,10,0.782374586967513
10,9,11,0.780278328123446
10,9,12,0.748948193698732
10,9,13,0.714989428780779
10,9,14,0.651685466412766
10,9,15,0.584963320506821
10,9,16,0.488587209100801
10,9,17,0.488308662199283
10,9,18,0.486963997310114
10,9,19,0.0969028458359136
10,9,20,0
10,9,21,0
10,9,22,0
10,9,23,0
10,9,24,0
10,9,25,0
10,9,26,0
10,9,27,0
10,9,28,0
10,9,29,0
10,9,30,0
10,10,10,0.752033161764818
10,10,11,0.747009555974957
10,10,12,0.714290227835923
10,10,13,0.6502959040647
10,10,14,0.583816856316512
10,10,15,0.487793745034752
10,10,16,0.48844841773816
10,10,17,0.453578452259994
10,10,18,0.0645307585076977
10,10,19,0
10,10,20,0
10,10,21,0
10,10,22,0
10,10,23,0
10,10,24,0
10,10,25,0
10,10,26,0
10,10,27,0
10,10,28,0
10,10,29,0
10,10,30,0
10,11,11,0.711187019728037
10,11,12,0.648276250387444
10,11,13,0.583669663490773
10,11,14,0.486941666614672
10,11,15,0.485104636991872
10,11,16,0.323688690979815
10,11,17,0
10,11,18,0
10,11,19,0
10,11,20,0
10,11,21,0
10,11,22,0
10,11,23,0
10,11,24,0
10,11,25,0
10,11,26,0
10,11,27,0
10,11,28,0
10,11,29,0
10,11,30,0
10,12,12,0.612941077111261
10,12,13,0.485369203214917
10,12,14,0.388032650162453
10,12,15,0.0968573426989112
10,12,16,0
10,12,17,0
10,12,18,0
10,12,19,0
10,12,20,0
10,12,21,0
10,12,22,0
10,12,23,0
10,12,24,0
10,12,25,0
10,12,26,0
10,12,27,0
10,12,28,0
10,12,29,0
10,12,30,0
10,13,13,0
10,13,14,0
10,13,15,0
10,13,16,0
10,13,17,0
10,13,18,0
10,13,19,0
10,13,20,0
10,13,21,0
10,13,22,0
10,13,23,0
10,13,24,0
10,13,25,0
10,13,26,0
10,13,27,0
10,13,28,0
10,13,29,0
10,13,30,0
10,14,14,0
10,14,15,0
10,14,16,0
10,14,17,0
10,14,18,0
10,14,19,0
10,14,20,0
10,14,21,0
10,14,22,0
10,14,23,0
10,14,24,0
10,14,25,0
10,14,26,0
10,14,27,0
10,14,28,0
10,14,29,0
10,14,30,0
10,15,15,0
10,15,16,0
10,15,17,0
10,15,18,0
10,15,19,0
10,15,20,0
10,15,21,0
10,15,22,0
10,15,23,0
10,15,24,0
10,15,25,0
10,15,26,0
10,15,27,0
10,15,28,0
10,15,29,0
10,15,30,0
10,16,16,0
10,16,17,0
10,16,18,0
10,16,19,0
10,16,20,0
10,16,21,0
10,16,22,0
10,16,23,0
10,16,24,0
10,16,25,0
10,16,26,0
10,16,27,0
10,16,28,0
10,16,29,0
10,16,30,0
10,17,17,0
10,17,18,0
10,17,19,0
10,17,20,0
10,17,21,0
10,17,22,0
10,17,23,0
10,17,24,0
10,17,25,0
10,17,26,0
10,17,27,0
10,17,28,0
10,17,29,0
10,17,30,0
10,18,18,0
10,18,19,0
10,18,20,0
10,18,21,0
10,18,22,0
10,18,23,0
10,18,24,0
10,18,25,0
10,18,26,0
10,18,27,0
10,18,28,0
10,18,29,0
10,18,30,0
10,19,19,0
10,19,20,0
10,19,21,0
10,19,22,0
10,19,23,0
10,19,24,0
10,19,25,0
10,19,26,0
10,19,27,0
10,19,28,0
10,19,29,0
10,19,30,0
10,20,20,0
10,20,21,0
10,20,22,0
10,20,23,0
10,20,24,0
10,20,25,0
10,20,26,0
10,20,27,0
10,20,28,0
10,20,29,0
10,20,30,0
11,-20,-15,8.94621451062169e-14
11,-20,-14,5.25262717341954e-13
11,-20,-13,3.0822099366017e-12
11,-20,-12,1.80070653500656e-11
11,-20,-11,1.04443959714504e-10
11,-20,-10,6.00308935443728e-10
11,-20,-9,3.41462430921637e-09
11,-20,-8,1.92019744269979e-08
11,-20,-7,1.06664626631505e-07
11,-20,-6,5.8486327307448e-07
11,-20,-5,3.16418718221224e-06
11,-20,-4,1.69024862060343e-05
11,-20,-3,8.91350950084791e-05
11,-20,-2,0.000461751882865787
11,-20,-1,0.00234384960064903
11,-20,0,0.011543295647299
11,-20,1,0.0524721264080303
11,-20,2,0.183147822288976
11,-20,3,0.364217918133874
11,-20,4,0.394204956860397
11,-20,5,0.423918952298665
11,-20,6,0.438752879350322
11,-20,7,0.453638960087256
11,-20,8,0.466017364550162
11,-20,9,0.481871978607188
11,-20,10,0.470928846902089
11,-20,11,0.454246766092583
11,-20,12,0.447441683651815
11,-20,13,0.45715933325314
11,-20,14,0.475995951049369
11,-20,15,0.496939048716332
11,-20,16,0.500831194818946
11,-20,17,0.496871017025275
11,-20,18,0.449384096416005
11,-20,19,0.408911221937456
11,-20,20,0.30661758006099
11,-20,21,0.269818020733969
11,-20,22,0.236407767864284
11,-20,23,0
11,-20,24,0
11,-20,25,0
11,-20,26,0
11,-20,27,0
11,-20,28,0
11,-20,29,0
11,-20,30,0
11,-19,-15,1.0377653017271e-13
11,-19,-14,5.92478196665393e-13
11,-19,-13,3.41884192879007e-12
11,-19,-12,1.974116086884e-11
11,-19,-11,1.13488955142719e-10
11,-19,-10,6.47663441106143e-10
11,-19,-9,3.66212704376482e-09
11,-19,-8,2.04886983578109e-08
11,-19,-7,1.13303086188784e-07
11,-19,-6,6.18958049479007e-07
11,-19,-5,3.34167093437793e-06
11,-19,-4,1.78546586635932e-05
11,-19,-3,9.35396567545701e-05
11,-19,-2,0.000482278151732771
11,-19,-1,0.00244078253586216
11,-19,0,0.0119866758968527
11,-19,1,0.0543026085750903
11,-19,2,0.188636479821796
11,-19,3,0.373848203807934
11,-19,4,0.411059986259798
11,-19,5,0.424866430199888
11,-19,6,0.442072261887722
11,-19,7,0.47349184447636
11,-19,8,0.459067847230498
11,-19,9,0.493620591482792
11,-19,10,0.478812176120862
11,-19,11,0.469858855176523
11,-19,12,0.446134218308114
11,-19,13,0.496850100851011
11,-19,14,0.495248682590158
11,-19,15,0.509026808219613
11,-19,16,0.50985371973451
11,-19,17,0.485422245218141
11,-19,18,0.450377258326724
11,-19,19,0.408272482797348
11,-19,20,0.354982397574721
11,-19,21,0.257316172909746
11,-19,22,0.246834504482404
11,-19,23,0
11,-19,24,0
11,-19,25,0
11,-19,26,0
11,-19,27,0
11,-19,28,0
11,-19,29,0
11,-19,30,0
11,-18,-15,1.26231485725304e-13
11,-18,-14,6.85444558620349e-13
11,-18,-13,3.85002551397306e-12
11,-18,-12,2.18595743749687e-11
11,-18,-11,1.24193629131516e-10
11,-18,-10,7.02435450009051e-10
11,-18,-9,3.94338140108824e-09
11,-18,-8,2.19309473690166e-08
11,-18,-7,1.20700746722063e-07
11,-18,-6,6.59419334371927e-07
11,-18,-5,3.5462248903757e-06
11,-18,-4,1.87851682614045e-05
11,-18,-3,9.80574114930486e-05
11,-18,-2,0.000503971442677349
11,-18,-1,0.00254295068469244
11,-18,0,0.0124510344596486
11,-18,1,0.0562061910571845
11,-18,2,0.194304987164014
11,-18,3,0.383803622153164
11,-18,4,0.427760994152007
11,-18,5,0.446579083380197
11,-18,6,0.472874270315975
11,-18,7,0.479800675974231
11,-18,8,0.474435834483664
11,-18,9,0.504354553421834
11,-18,10,0.513183742183059
11,-18,11,0.501405014899606
11,-18,12,0.500833382441767
11,-18,13,0.483353092276821
11,-18,14,0.511562474008771
11,-18,15,0.519946837314146
11,-18,16,0.518561068987978
11,-18,17,0.504158475030159
11,-18,18,0.429164411433007
11,-18,19,0.371436255323224
11,-18,20,0.345309981145215
11,-18,21,0.257446051929919
11,-18,22,0.236496282660801
11,-18,23,0
11,-18,24,0
11,-18,25,0
11,-18,26,0
11,-18,27,0
11,-18,28,0
11,-18,29,0
11,-18,30,0
11,-17,-15,1.70715448513958e-13
11,-17,-14,8.32679837195348e-13
11,-17,-13,4.44687798036049e-12
11,-17,-12,2.45711556076611e-11
11,-17,-11,1.37249995914321e-10
11,-17,-10,7.6710919718961e-10
11,-17,-9,4.26810100925451e-09
11,-17,-8,2.36190298892511e-08
11,-17,-7,1.29517533761269e-07
11,-17,-6,7.01815320488124e-07
11,-17,-5,3.75164253230795e-06
11,-17,-4,1.97858858159141e-05
11,-17,-3,0.000102894383394521
11,-17,-2,0.000527017696449124
11,-17,-1,0.00265069413908092
11,-17,0,0.0129372398136253
11,-17,1,0.0581840177170709
11,-17,2,0.200152669362837
11,-17,3,0.394138331625461
11,-17,4,0.429281032731192
11,-17,5,0.462890656793033
11,-17,6,0.477782751696604
11,-17,7,0.491462733638402
11,-17,8,0.489444267468889
11,-17,9,0.53105846326613
11,-17,10,0.492848205412535
11,-17,11,0.49421968082689
11,-17,12,0.499436825076466
11,-17,13,0.504848236209489
11,-17,14,0.525664744547255
11,-17,15,0.5300860896088
11,-17,16,0.537109450348324
11,-17,17,0.484125286726462
11,-17,18,0.452450264134615
11,-17,19,0.376942025057493
11,-17,20,0.316846076613681
11,-17,21,0.315677726959438
11,-17,22,0.253827182277694
11,-17,23,0
11,-17,24,0
11,-17,25,0
11,-17,26,0
11,-17,27,0
11,-17,28,0
11,-17,29,0
11,-17,30,0
11,-16,-15,2.90249427957435e-13
11,-16,-14,1.12484176480371e-12
11,-16,-13,5.39394894967966e-12
11,-16,-12,2.83271850584224e-11
11,-16,-11,1.53957289890026e-10
11,-16,-10,8.45996564951688e-10
11,-16,-9,4.66152857895775e-09
11,-16,-8,2.55674988568247e-08
11,-16,-7,1.39058771223886e-07
11,-16,-6,7.47964003250308e-07
11,-16,-5,3.97591352308498e-06
11,-16,-4,2.08711796801738e-05
11,-16,-3,0.000108089285350909
11,-16,-2,0.000551546736450454
11,-16,-1,0.00276441811020973
11,-16,0,0.01344633713488
11,-16,1,0.0602375051912889
11,-16,2,0.20617908500639
11,-16,3,0.405267734246338
11,-16,4,0.431041714146438
11,-16,5,0.458787696474546
11,-16,6,0.465672405003122
11,-16,7,0.501359831222471
11,-16,8,0.504159210284866
11,-16,9,0.524412958887985
11,-16,10,0.497088293590035
11,-16,11,0.486083189115579
11,-16,12,0.516219224011081
11,-16,13,0.524288013402646
11,-16,14,0.538174369986958
11,-16,15,0.539750607437554
11,-16,16,0.503504960298219
11,-16,17,0.47019045236073
11,-16,18,0.432073597893473
11,-16,19,0.370991759459206
11,-16,20,0.361918369021212
11,-16,21,0.354241505929271
11,-16,22,0.298985313977944
11,-16,23,0.0667416376853742
11,-16,24,0
11,-16,25,0
11,-16,26,0
11,-16,27,0
11,-16,28,0
11,-16,29,0
11,-16,30,0
11,-15,-15,7.1944033347716e-13
11,-15,-14,1.90850533086167e-12
11,-15,-13,7.27708887932506e-12
11,-15,-12,3.43053568836844e-11
11,-15,-11,1.77314165269444e-10
11,-15,-10,9.49000498322541e-10
11,-15,-9,5.13866717930407e-09
11,-15,-8,2.7847041932996e-08
11,-15,-7,1.49826981440552e-07
11,-15,-6,7.995499946786e-07
11,-15,-5,4.22380828253582e-06
11,-15,-4,2.20553433835735e-05
11,-15,-3,0.000113691524019858
11,-15,-2,0.000577724460053222
11,-15,-1,0.00288463687306396
11,-15,0,0.0139796658032401
11,-15,1,0.0623686757419241
11,-15,2,0.212384676943239
11,-15,3,0.416257500021576
11,-15,4,0.443062489862469
11,-15,5,0.471489375911732
11,-15,6,0.493332779804292
11,-15,7,0.528965328464577
11,-15,8,0.51864603207308
11,-15,9,0.544895699035568
11,-15,10,0.527379607180131
11,-15,11,0.519231492212798
11,-15,12,0.515154552200343
11,-15,13,0.540838265077532
11,-15,14,0.549589630418083
11,-15,15,0.560527631849609
11,-15,16,0.49167042305105
11,-15,17,0.469516662393064
11,-15,18,0.442478355532618
11,-15,19,0.399000593398619
11,-15,20,0.40903205505618
11,-15,21,0.40632645829781
11,-15,22,0.320080371152105
11,-15,23,0.0928348645945503
11,-15,24,0
11,-15,25,0
11,-15,26,0
11,-15,27,0
11,-15,28,0
11,-15,29,0
11,-15,30,0
11,-14,-14,4.69476255000639e-12
11,-14,-13,1.2319570458979e-11
11,-14,-12,4.62559714286405e-11
11,-14,-11,2.14865121296505e-10
11,-14,-10,1.09251076692265e-09
11,-14,-9,5.74728801637519e-09
11,-14,-8,3.0544505220662e-08
11,-14,-7,1.6233781502795e-07
11,-14,-6,8.58351549367439e-07
11,-14,-5,4.50098310454009e-06
11,-14,-4,2.33577725042113e-05
11,-14,-3,0.000119767679632325
11,-14,-2,0.000605771415528596
11,-14,-1,0.00301203274196366
11,-14,0,0.0145390439086453
11,-14,1,0.0645806787354527
11,-14,2,0.218771754160377
11,-14,3,0.42767586730764
11,-14,4,0.450472652642003
11,-14,5,0.500273745883786
11,-14,6,0.476288428512691
11,-14,7,0.524519224411032
11,-14,8,0.533248390776994
11,-14,9,0.54350442219102
11,-14,10,0.522935037883868
11,-14,11,0.543182584677412
11,-14,12,0.534508190123306
11,-14,13,0.555286618655048
11,-14,14,0.560312112907305
11,-14,15,0.543371764789501
11,-14,16,0.495683452077416
11,-14,17,0.474177698252398
11,-14,18,0.414550049433336
11,-14,19,0.426470825346892
11,-14,20,0.419564851335441
11,-14,21,0.440498450120701
11,-14,22,0.332556324839317
11,-14,23,0.162421832494017
11,-14,24,0
11,-14,25,0
11,-14,26,0
11,-14,27,0
11,-14,28,0
11,-14,29,0
11,-14,30,0
11,-13,-13,3.00525872982077e-11
11,-13,-12,7.80528244122086e-11
11,-13,-11,2.89024065426849e-10
11,-13,-10,1.31773139338918e-09
11,-13,-9,6.57740219313372e-09
11,-13,-8,3.39812013223471e-08
11,-13,-7,1.77466050986899e-07
11,-13,-6,9.26937925375709e-07
11,-13,-5,4.81578791463937e-06
11,-13,-4,2.4806485212523e-05
11,-13,-3,0.000126411389434945
11,-13,-2,0.000635993042663489
11,-13,-1,0.00314755015488472
11,-13,0,0.0151270582928955
11,-13,1,0.0668785971794665
11,-13,2,0.225345947727701
11,-13,3,0.439381988571528
11,-13,4,0.460065009823968
11,-13,5,0.510118559146789
11,-13,6,0.502646169673495
11,-13,7,0.521444110873935
11,-13,8,0.563062746617619
11,-13,9,0.526741906597232
11,-13,10,0.533274510138084
11,-13,11,0.556054052977422
11,-13,12,0.574369387384147
11,-13,13,0.5682282706154
11,-13,14,0.580412808627484
11,-13,15,0.541259811139249
11,-13,16,0.490236943360038
11,-13,17,0.450152183431296
11,-13,18,0.448427539732467
11,-13,19,0.462046031862836
11,-13,20,0.457858775589193
11,-13,21,0.463991697712375
11,-13,22,0.398590006698443
11,-13,23,0.232277790637632
11,-13,24,0
11,-13,25,0
11,-13,26,0
11,-13,27,0
11,-13,28,0
11,-13,29,0
11,-13,30,0
11,-12,-12,1.88561228777853e-10
11,-12,-11,4.84822756599306e-10
11,-12,-10,1.76481583705705e-09
11,-12,-9,7.90200304839066e-09
11,-12,-8,3.87506362413358e-08
11,-12,-7,1.96740338081539e-07
11,-12,-6,1.00968518932267e-06
11,-12,-5,5.18165007809689e-06
11,-12,-4,2.64442563992476e-05
11,-12,-3,0.000133760667015295
11,-12,-2,0.00066883053836295
11,-12,-1,0.00329254887484515
11,-12,0,0.015747524643907
11,-12,1,0.0692706923149623
11,-12,2,0.232118356985078
11,-12,3,0.451452271691271
11,-12,4,0.471370825379406
11,-12,5,0.524328725634687
11,-12,6,0.517930180407128
11,-12,7,0.561006716208429
11,-12,8,0.576027872404157
11,-12,9,0.530053266443251
11,-12,10,0.567679258751523
11,-12,11,0.572586115562262
11,-12,12,0.592113086356569
11,-12,13,0.57669055902384
11,-12,14,0.558954779043425
11,-12,15,0.527792323924627
11,-12,16,0.477738991532789
11,-12,17,0.46117783806517
11,-12,18,0.493744048056916
11,-12,19,0.473710240106437
11,-12,20,0.484256521051451
11,-12,21,0.479546416186417
11,-12,22,0.467888731894479
11,-12,23,0.301767962810626
11,-12,24,0
11,-12,25,0
11,-12,26,0
11,-12,27,0
11,-12,28,0
11,-12,29,0
11,-12,30,0
11,-11,-11,1.15964204534476e-09
11,-11,-10,2.94611229461253e-09
11,-11,-9,1.05481746123273e-08
11,-11,-8,4.63979858822735e-08
11,-11,-7,2.2353472625597e-07
11,-11,-6,1.11505090771266e-06
11,-11,-5,5.62206612676035e-06
11,-11,-4,2.83408379050387e-05
11,-11,-3,0.00014203004124062
11,-11,-2,0.000704950104128923
11,-11,-1,0.00344906111452326
11,-11,0,0.0164062328298432
11,-11,1,0.0717703411030077
11,-11,2,0.239108782015711
11,-11,3,0.464058376437085
11,-11,4,0.484974706069407
11,-11,5,0.52273743790153
11,-11,6,0.542736555346456
11,-11,7,0.576994050992984
11,-11,8,0.581616768118136
11,-11,9,0.575192992198165
11,-11,10,0.581256965296308
11,-11,11,0.591611792923063
11,-11,12,0.604135439509545
11,-11,13,0.574429082636952
11,-11,14,0.570779807183296
11,-11,15,0.522905321483461
11,-11,16,0.502297511433871
11,-11,17,0.502537491923851
11,-11,18,0.508578686168293
11,-11,19,0.503298083893165
11,-11,20,0.501605875882316
11,-11,21,0.490146295183366
11,-11,22,0.448509924090564
11,-11,23,0.304202818356629
11,-11,24,0
11,-11,25,0
11,-11,26,0
11,-11,27,0
11,-11,28,0
11,-11,29,0
11,-11,30,0
11,-10,-10,6.98216757199736e-09
11,-10,-9,1.75262420159591e-08
11,-10,-8,6.17185836939562e-08
11,-10,-7,2.66652900547268e-07
11,-10,-6,1.26182223492505e-06
11,-10,-5,6.18286159589264e-06
11,-10,-4,3.0619761575244e-05
11,-10,-3,0.000151574803804785
11,-10,-2,0.000745408425388868
11,-10,-1,0.0036202416862104
11,-10,0,0.0171122114674684
11,-10,1,0.0743991730399777
11,-10,2,0.246356312163854
11,-10,3,0.47678297030072
11,-10,4,0.49905583926124
11,-10,5,0.556866413238585
11,-10,6,0.569014188001323
11,-10,7,0.579309708090846
11,-10,8,0.584477515832912
11,-10,9,0.576300190500954
11,-10,10,0.586711888882754
11,-10,11,0.608280990838481
11,-10,12,0.597014994835278
11,-10,13,0.559503286038751
11,-10,14,0.558235958325897
11,-10,15,0.518397544778853
11,-10,16,0.538883612251277
11,-10,17,0.543164568304209
11,-10,18,0.520750349971404
11,-10,19,0.522636336063806
11,-10,20,0.513217899512111
11,-10,21,0.471151876123315
11,-10,22,0.407754265092521
11,-10,23,0.276495209408586
11,-10,24,0
11,-10,25,0
11,-10,26,0
11,-10,27,0
11,-10,28,0
11,-10,29,0
11,-10,30,0
11,-9,-9,4.11437667324544e-08
11,-9,-8,1.02027431352069e-07
11,-9,-7,3.53324501805492e-07
11,-9,-6,1.49910437227307e-06
11,-9,-5,6.96639362115436e-06
11,-9,-4,3.35240515188823e-05
11,-9,-3,0.000163031712317228
11,-9,-2,0.000791984200719629
11,-9,-1,0.00381122007948961
11,-9,0,0.0178810440373998
11,-9,1,0.0771958502648608
11,-9,2,0.254021762601893
11,-9,3,0.490162265007056
11,-9,4,0.518039972754671
11,-9,5,0.547753307278923
11,-9,6,0.589593325487945
11,-9,7,0.597398687942694
11,-9,8,0.585051162910565
11,-9,9,0.611737989099559
11,-9,10,0.61151995483159
11,-9,11,0.626711835393909
11,-9,12,0.616605649842514
11,-9,13,0.601058497718943
11,-9,14,0.548665867430703
11,-9,15,0.551060215155956
11,-9,16,0.565340821561177
11,-9,17,0.536307094057169
11,-9,18,0.542278164229015
11,-9,19,0.535377819351636
11,-9,20,0.527534153034177
11,-9,21,0.465714439031969
11,-9,22,0.395316013699783
11,-9,23,0.323627014193765
11,-9,24,0
11,-9,25,0
11,-9,26,0
11,-9,27,0
11,-9,28,0
11,-9,29,0
11,-9,30,0
11,-8,-8,2.3707855163868e-07
11,-8,-7,5.80801080377035e-07
11,-8,-6,1.97787723040468e-06
11,-8,-5,8.24022290881538e-06
11,-8,-4,3.75995175593415e-05
11,-8,-3,0.000177665435425875
11,-8,-2,0.000847915627856296
11,-8,-1,0.00403122522081023
11,-8,0,0.0187469704224165
11,-8,1,0.0802598707984978
11,-8,2,0.262462054490353
11,-8,3,0.502443165797489
11,-8,4,0.534545931389189
11,-8,5,0.566965744582323
11,-8,6,0.606137359338831
11,-8,7,0.611191061980922
11,-8,8,0.576994740923826
11,-8,9,0.634883811532505
11,-8,10,0.604948758246126
11,-8,11,0.614671851878215
11,-8,12,0.612907836040756
11,-8,13,0.58535352951266
11,-8,14,0.574739028678022
11,-8,15,0.595069739532639
11,-8,16,0.585786209614679
11,-8,17,0.560235210571281
11,-8,18,0.556272378214383
11,-8,19,0.551889747857157
11,-8,20,0.496592650623983
11,-8,21,0.43097327562566
11,-8,22,0.356204009534472
11,-8,23,0.369415055864264
11,-8,24,0.0667814625728373
11,-8,25,0
11,-8,26,0
11,-8,27,0
11,-8,28,0
11,-8,29,0
11,-8,30,0
11,-7,-7,1.33588130495668e-06
11,-7,-6,3.23276449049374e-06
11,-7,-5,1.08247664319962e-05
11,-7,-4,4.42802028732371e-05
11,-7,-3,0.000198400157275197
11,-7,-2,0.000919839558908048
11,-7,-1,0.00429879992245578
11,-7,0,0.0197651285596124
11,-7,1,0.0837581891349548
11,-7,2,0.271213751385598
11,-7,3,0.514427400093696
11,-7,4,0.554018604701478
11,-7,5,0.551523278252457
11,-7,6,0.6139797833672
11,-7,7,0.613956716640192
11,-7,8,0.613057285609642
11,-7,9,0.657892004275407
11,-7,10,0.621041233307888
11,-7,11,0.632682266769137
11,-7,12,0.619791874983077
11,-7,13,0.593387469535443
11,-7,14,0.621403252314298
11,-7,15,0.606493579974116
11,-7,16,0.605095399817265
11,-7,17,0.575628322824297
11,-7,18,0.575270118293872
11,-7,19,0.497346356173529
11,-7,20,0.464023029159167
11,-7,21,0.422282313041887
11,-7,22,0.354636248479259
11,-7,23,0.376563341234934
11,-7,24,0.100140505238831
11,-7,25,0
11,-7,26,0
11,-7,27,0
11,-7,28,0
11,-7,29,0
11,-7,30,0
11,-6,-6,7.35413749638411e-06
11,-6,-5,1.75829694387936e-05
11,-6,-4,5.79121518494185e-05
11,-6,-3,0.00023273772606198
11,-6,-2,0.0010228391093228
11,-6,-1,0.00464774790482547
11,-6,0,0.0209993112368741
11,-6,1,0.0878071807236024
11,-6,2,0.281004447561979
11,-6,3,0.524617494590541
11,-6,4,0.570964424317283
11,-6,5,0.563238764639187
11,-6,6,0.649701349133323
11,-6,7,0.590500812953076
11,-6,8,0.650320289901483
11,-6,9,0.641940605983315
11,-6,10,0.626025915213482
11,-6,11,0.624240046332462
11,-6,12,0.614450881081988
11,-6,13,0.642300434957946
11,-6,14,0.638615353118961
11,-6,15,0.626123720730084
11,-6,16,0.623492635423017
11,-6,17,0.587204875032086
11,-6,18,0.540277772189519
11,-6,19,0.516567394676064
11,-6,20,0.43755845487926
11,-6,21,0.396881278278532
11,-6,22,0.34180033822664
11,-6,23,0.335427867763404
11,-6,24,0.133838035381282
11,-6,25,0
11,-6,26,0
11,-6,27,0
11,-6,28,0
11,-6,29,0
11,-6,30,0
11,-5,-5,3.9556596170302e-05
11,-5,-4,9.34823011193605e-05
11,-5,-3,0.000303063336697584
11,-5,-2,0.00119471644008851
11,-5,-1,0.00514726750636758
11,-5,0,0.0225750163266223
11,-5,1,0.0925792294145357
11,-5,2,0.292214846074638
11,-5,3,0.538262735684556
11,-5,4,0.58652585876872
11,-5,5,0.587042865365082
11,-5,6,0.634362522903208
11,-5,7,0.601273988515034
11,-5,8,0.667470332369843
11,-5,9,0.653455486280232
11,-5,10,0.638039059823558
11,-5,11,0.620956261858436
11,-5,12,0.663093521537919
11,-5,13,0.666747691692397
11,-5,14,0.650106465464941
11,-5,15,0.616480089501065
11,-5,16,0.595030493853206
11,-5,17,0.559185760183792
11,-5,18,0.552701884495727
11,-5,19,0.51403186286102
11,-5,20,0.431547366002247
11,-5,21,0.395153454328048
11,-5,22,0.374376465222544
11,-5,23,0.379273185076992
11,-5,24,0.167694009181179
11,-5,25,0
11,-5,26,0
11,-5,27,0
11,-5,28,0
11,-5,29,0
11,-5,30,0
11,-4,-4,0.000207881383258299
11,-4,-3,0.000485760358643277
11,-4,-2,0.0015477277122804
11,-4,-1,0.00597932793094329
11,-4,0,0.0248211597205394
11,-4,1,0.0986275633108696
11,-4,2,0.304600984768933
11,-4,3,0.551292030414308
11,-4,4,0.594483581525368
11,-4,5,0.615928308112679
11,-4,6,0.642387291020988
11,-4,7,0.646297611689206
11,-4,8,0.682189399204999
11,-4,9,0.643999321703987
11,-4,10,0.658172931543223
11,-4,11,0.672703559013199
11,-4,12,0.69599302104518
11,-4,13,0.683220323846574
11,-4,14,0.580949094642262
11,-4,15,0.585377936559657
11,-4,16,0.568471634401256
11,-4,17,0.584970899202888
11,-4,18,0.528804361078389
11,-4,19,0.476435129453718
11,-4,20,0.445130549679816
11,-4,21,0.442882126181082
11,-4,22,0.43004727979118
11,-4,23,0.408716950685172
11,-4,24,0.190981730557158
11,-4,25,0
11,-4,26,0
11,-4,27,0
11,-4,28,0
11,-4,29,0
11,-4,30,0
11,-3,-3,0.00106709006091726
11,-3,-2,0.0024634760623375
11,-3,-1,0.00769242119022893
11,-3,0,0.0285950529523519
11,-3,1,0.107246127696493
11,-3,2,0.319995812381655
11,-3,3,0.56076831162176
11,-3,4,0.604862447966911
11,-3,5,0.63857979237725
11,-3,6,0.630938549468396
11,-3,7,0.676528368596415
11,-3,8,0.684542205803917
11,-3,9,0.636796576735382
11,-3,10,0.656759518498489
11,-3,11,0.704638400364885
11,-3,12,0.711578134994049
11,-3,13,0.64342464158749
11,-3,14,0.598784323747433
11,-3,15,0.595479770512466
11,-3,16,0.567182586958721
11,-3,17,0.569637005183161
11,-3,18,0.515413079036124
11,-3,19,0.531433000608298
11,-3,20,0.510904703503146
11,-3,21,0.480699662814933
11,-3,22,0.452115553282336
11,-3,23,0.448106439517704
11,-3,24,0.193931582182235
11,-3,25,0
11,-3,26,0
11,-3,27,0
11,-3,28,0
11,-3,29,0
11,-3,30,0
